C2235,20,64153,,,
C2236,3038,9602672,C2236,3660,205462820
C2240,4490,17857095,C2240,6708,273997205
C2242,1909,12729013710,C2242,3100,16742787383
C2250,11414,6822605,C2250,23554,42704080
C2254,6052,130774447,C2254,5693,93172744
C2255,24229,71091074,C2255,23390,67015297
C2257,2055,1610686,C2257,2386,632147
C2259,6,9790,C2259,6,10732
C2263,9765,9940982,,,
C2269,5322,24899676,C2269,6777,101049344
C2270,287003,1043676709,C2270,288538,5291576090
C2277,4906,15215045,C2277,6178,174314158
C2286,16622,245453174,C2286,16627,2726569908
C2287,3,2544123,C2287,5,132558904
C2288,8652,222161925,C2288,8762,693708752
C2290,2279,11473567,C2290,3365,91544352
C2291,30114,2023603309,C2291,30034,1174360732
C2292,5382,13583832,C2292,7145,201255067
C2293,17626,14740876,C2293,21220,182111299
C2295,4,16320,C2295,5,3352
C2299,5549,15779419,C2299,6260,58510434
C2300,24134,696146726,,,
C2301,9062,70495179,C2301,9200,72095375
C2303,6237,26099832,C2303,5890,493121833
C2304,664,1338124,,,
C2306,8344,769979,,,
C2307,13058,181074634,,,
C2314,887,2635717,,,
C2315,4,608,C2315,4,552
C2320,398470,525886047,C2320,428225,506626380
C2321,41126,28535269005,C2321,69038,3249688881780
C2328,1236,87709363,C2328,1185,16099574
C2329,3445,14278871,C2329,4452,170568325
C2332,1,40612,C2332,2,1116860
C2335,658,89841517,,,
C2341,5074,15169117,C2341,5144,33398396
C2344,18,504889,C2344,18,78099
,,,C2346,49585,57028657
C2347,5518,14288192,C2347,5970,198490193
C2348,153,9119546,,,
C2358,5147,11468660,C2358,5092,7036880
C2367,130,70237287,C2367,28,2862236
C2368,1851,1905476639,C2368,1868,7897134179
C2369,1,46,C2369,1,64
C2372,38313,2917233087,C2372,38169,3051143002
,,,C2375,16363,18736859
C2377,61,153516,,,
C2378,22,13917,C2378,22,55483
C2382,7,41966,,,
C2385,13504,34847731,C2385,27216,332104694
C2387,11640,7210145,C2387,12692,277039807
C2388,4,200291255,,,
C2389,4541,1130049371,C2389,13745,203745739
C2390,1307,121557249,,,
C2393,5264,68559030,C2393,5228,71762180
C2394,3481,12759078,C2394,3729,203568965
C2399,4,67766,C2399,5,65531
C2405,9,62972342,,,
C2406,1736,10833445,C2406,2165,226396616
C2408,2788,9596714,,,
C2410,4835,7724264,,,
C2413,10258,16516836,C2413,10289,22407338
C2415,4815,13435562,C2415,5999,168117893
C2420,2480,258243331,C2420,2413,275842907
C2422,3737,7280672,C2422,3737,7724834
C2424,8,1152,,,
C2427,108,111177067,C2427,85,7441985
C2428,14213,263439322,C2428,15902,776595288
C2430,286,102287129,C2430,209,5471568
C2434,5109,17736583,C2434,5927,28458407
C2436,28702,1570255614,C2436,31215,196466737939
C2438,4957,21364210,C2438,11053,546968768
C2447,31,7938,,,
C2451,17288,72550951,C2451,19782,380742612
C2454,11606,11095025,C2454,12116,509680525
C2461,3464,12141627,C2461,3492,18424776
C2462,4512,13975551,C2462,5065,198282391
C2464,29669,281002762,C2464,31821,621229740
C2465,4501,12926696,C2465,5332,181346028
C2466,2762,6094790,C2466,3298,29109977
C2468,150,1286354,,,
C2470,2833,16703543,C2470,3635,250982589
C2471,3061,8743714,C2471,3309,120169490
C2473,51,111382,,,
C2475,58462,276578798,C2475,63095,682867403
C2479,3275,13899200,C2479,4035,280944373
C2483,609,66048445,C2483,608,2241064
C2484,31,73700,,,
C2485,5995,45489297,C2485,189696,3486620987
C2486,5721,16762289,C2486,28632,206926271
C2490,34,1172731,C2490,34,766752
C2493,40781,292877197,C2493,43982,639686537
C2496,4867,18207078,C2496,7050,318302452
C2498,275,1976133,,,
C2503,1016,330720,C2503,4,288
C2505,8,39014,,,
C2510,1418,1741068,C2510,1424,1946853
C2511,20984,15949177,C2511,45105,51345173835
C2514,36015,281022305,C2514,40312,924743446
C2517,2,3895,C2517,3,288
C2519,93158,778479482212,C2519,94324,33415462097
C2521,6128,190527362,C2521,6017,113869149
C2526,1498,4290636,C2526,1511,2244577
C2530,2596,19188766,,,
C2532,13257,29389442,,,
C2533,35744,244933213,C2533,38741,908601417
C2535,4039,20210251,C2535,5073,204574638
C2536,2796,1263514385,C2536,2835,183866214
C2538,3373,12938107,C2538,4625,315775585
C2540,3247,42733888,,,
C2542,18,41525,,,
C2548,46943,111109266,C2548,49233,753779479
C2549,42,508270,,,
C2551,9746,20468876,,,
C2554,1226,37061775,,,
C2556,2990,11378170,C2556,4937,175026975
C2557,6437,23789306,C2557,6485,62011836
C2559,4498,13814259,C2559,5239,175673290
C2560,1408,98501,,,
C2562,788,898239,,,
C2565,9680,94760562,C2565,9945,230746005
C2567,4382,276609819,C2567,7388,368812962
C2568,4902,12678715,C2568,5246,169818976
C2570,1611,266807,,,
C2576,3062,9167042,C2576,4180,180276194
C2577,2983,9407454,C2577,3360,177607311
C2579,2,153385,C2579,2,67073
C2580,50,98188,,,
,,,C2582,3,1776
C2584,58575,225280694,C2584,62666,855269420
C2586,39,3836581820,,,
C2588,2664577,2359888361,C2588,2665408,922790686
C2591,13215,72638379,C2591,13226,85129142
C2596,2910,10584368,C2596,3541,178597800
C2597,11,241809,,,
C2598,3109,2187254,,,
C2600,6613,957754452,C2600,6321,87799655
C2602,10653,395602540,C2602,10636,80693762
C2608,9746,498019537,C2608,9814,543680785
C2610,13,16458,,,
C2614,9213,216528306,,,
C2616,14798,366361559,,,
C2618,145,8317335,,,
C2619,2926,10077551,C2619,3610,75016018
C2623,3239,10033155,C2623,4005,170892578
C2624,4397,13292821,C2624,6475,154183998
C2626,8150,195516725,,,
C2627,5122,420792381,C2627,595,20446090
C2629,3427,9864665,C2629,8268,234425964
C2631,225,27786886,C2631,223,11982271
C2633,20314,323550472,C2633,20289,2210690497
C2635,1901,26402096,C2635,1904,52274481
C2637,202,28916,C2637,203,18684
C2641,70,254420,,,
C2645,22628,483156845,C2645,23310,551424361
C2646,9817,13077289,C2646,11379,15988015
C2647,3667,217804134,C2647,3202,436703752
C2648,6169,16009531,C2648,7140,214887066
C2650,3570,789269021,C2650,11615,212253639
C2651,19454,204386599841,C2651,48342,8072417267
C2652,44,234143,,,
C2654,5435,20206709,C2654,7687,227379197
C2655,3359,8883471,C2655,3369,13628800
C2657,3230,6662880,C2657,6811,195676064
C2658,447,3912790,,,
C2659,3152,16841148,C2659,11093,111423911161
C2660,41193,9201068,C2660,2,65456
C2661,2889,11571080,C2661,4790,278943400
C2662,1429,77368,,,
C2667,92,22080700,C2667,69,1995438
C2668,67674,3858059280,C2668,76696,8554178667
C2669,421,577869,C2669,423,6760796
C2670,17412,110843320,,,
C2672,5564,17348589,C2672,5524,205715890
C2679,4268,8913842579,C2679,3960,303462118
C2681,10,3383777,C2681,6,212895
C2683,38096,1443457905,C2683,38543,1117050196
C2685,545,34860,C2685,546,34920
C2688,1,1968,,,
C2689,3161,13886028,C2689,5039,185161486
C2693,1828,1887881637,,,
C2695,15846,359313093,C2695,15930,318356197
C2696,24418,2516795025,C2696,585,3214754
C2697,21860,748154817,C2697,21830,2744188998
C2702,3407,9695450,C2702,3044,86840238
C2704,4643,14510952,C2704,5240,188159588
C2707,875,13462539,C2707,885,5302718
C2708,1118,3270141806,C2708,1085,108349258
C2710,7900,9963594,C2710,11609,13901904
C2716,5828,17732343,C2716,6835,335664963
C2719,3372,10286670,C2719,3284,189812221
C2721,1337,32982222,,,
C2723,12865,3051509,C2723,12867,2431399
C2724,18882,555910895,,,
C2729,4,1611220,C2729,3,92467
C2731,2,19933,,,
C2732,2,10563,C2732,2,1185
C2734,163,1726825,,,
C2735,20061,43230155,C2735,20863,403819083
C2740,3,1432,C2740,3,1153
C2743,7,25125,,,
C2748,8179,442071706,C2748,8199,309836227
C2751,1258,151837038,C2751,1166,24338753
C2752,14654,1212141956,C2752,228,4608410
C2757,5213,55132086,,,
C2758,20477,33795696,C2758,25314,386974568
C2759,4144,15511737,C2759,5023,199857209
C2767,5011,17928419,C2767,5090,34130810
C2770,7169,61472805,C2770,7208,107816196
C2775,365,1299463,C2775,1240,6809526
C2780,5010,195151612,C2780,5645,789145559
C2783,1218,28368953,C2783,1198,16856934
C2784,19705,1104817308,C2784,18647,1159634298
C2790,12,6741894,,,
C2794,4269,146979895,C2794,4236,61123590
C2798,22207,73212028,C2798,25210,842016406
C2800,2297,17892498,C2800,2409,7903889
C2802,4376,13117793,C2802,5656,157001048
C2811,6055,645733,,,
C2812,571,5210091,,,
C2814,4186,12939318,C2814,5607,170462324
C2816,78,2480048,C2816,3,87890
C2817,12521,16221222,C2817,12863,208023898
C2819,31,114456,,,
C2821,3167,9909024,C2821,2953,125317236
C2823,16970,21534859,C2823,17306,248437790
C2825,6701,1378833927,C2825,6553,1143439797
C2826,187,740015,C2826,191,2580012
C2827,53989,736350369,C2827,63469,2124754254
C2831,362,3004694,,,
C2833,4,14993,C2833,5,5136
C2835,5254,11089510,C2835,6650,50590194
C2836,3364,13105880,C2836,3512,229144856
C2837,8152,1541851,,,
C2839,32,63346,C2839,32,26626
C2841,179,18434782,C2841,181,6502624
C2842,474,1901573257,,,
C2844,9,887139,,,
C2846,233,1827664,,,
C2848,2167,495248879,C2848,705,24638731341
C2849,155,11805677,C2849,141,4964546
C2850,37565,182089455,C2850,39225,8094836917
C2851,3184,10564718,C2851,4795,160816927
C2852,15686,149798004,C2852,16399,672261821
C2854,70,7054768,C2854,54,810626
C2855,21773,296320703,C2855,7047,414244183
C2857,4382,16157624,C2857,4551,146741971
C2859,4650,61980051,C2859,4633,84019165
C2861,7196,17941456,C2861,9466,168434923
C2863,6,10737,,,
C2869,44,14054,C2869,3,4511
C2870,2904,9406874,C2870,9941,249546493
C2871,27501,62487515,C2871,29526,163581529
C2873,3402,12330960,C2873,4837,190848497
C2877,13120,596576184,C2877,438,18708446
C2881,10531,12501438,C2881,9758,10616782
C2882,4240,12146806,C2882,4240,15450630
C2883,13740,18959841,C2883,16309,300700097
C2885,10115,1439052133,C2885,8180,413749129
C2886,49,166210,,,
C2888,3026,6477979,C2888,3068,7008335
C2890,9728,447488,C2890,9728,447948
C2891,9662,18661623,,,
C2892,1094,11261949,C2892,1102,3790460
C2893,49789,22419668842,C2893,77459,2536133907622
C2895,98,203370,C2895,144,71688
C2897,53,49310,,,
C2899,2550,10440497,C2899,4521,179659971
C2901,5056,16809308,C2901,4589,303951407
C2902,9389,55854614,C2902,10691,62271166
C2904,2982,14824481,C2904,3845,183124515
C2905,2303,6660669,C2905,4373,30643898
C2908,48945,95507152,C2908,49247,295465994
C2909,3211,11172267,C2909,5919,362467633
C2911,6,11655,,,
C2912,3276,12073451,C2912,21031,290586084
C2914,2,34694,,,
C2915,9222,17138009,C2915,8598,15017859
C2920,8069,7107584,,,
C2923,978,402750,C2923,1041,579680
C2928,26,1986738,C2928,24,283900
C2933,4448,13318270,C2933,6162,178641770
C2934,16678,23642733,C2934,17747,191848386
C2935,8109,77807679,C2935,9697,384407586
C2938,2836,7909966,C2938,3340,169755978
C2940,102,13150958,,,
C2943,4439,11359373,C2943,6345,178045559
C2945,3036,6854355,C2945,4246,128236522
C2947,4396,51113936,C2947,4377,71583665
C2949,8402,3346823632,,,
C2951,2844,9514257,C2951,2409,126509132
C2952,4936,29365423,,,
C2954,6,19547,,,
C2955,5792,275058,,,
C2956,10976,33028566,,,
C2957,26340,114708425,C2957,26366,147651280
C2958,2705,9513444,C2958,2948,200690764
C2961,22259,214110384,C2961,23557,770601843
C2963,59,132359,,,
C2964,3819,13822622,C2964,4083,209118864
C2966,3395,13069420,C2966,3485,203096881
C2968,11150,7102021,C2968,11162,33793622
C2969,1141,28869419,C2969,403,5048266
C2970,99,394802332,C2970,103,13477743
C2971,3214,11337547,C2971,3531,113559500
C2972,6469,2717484,C2972,6465,2716308
C2976,2768,10035401,C2976,5504,227522245
C2978,51,1913650,,,
C2980,4300,7922373,C2980,6776,48785449
C2982,308,3446332,,,
C2983,16004,276478730968,C2983,21412,5430855941
C2986,95739,14588564,,,
C2987,246,94172,,,
C2989,22601,223567704,C2989,24809,1490762576
C2993,4158,14757311,C2993,12180,210790905
C2997,30231,277591526,C2997,30640,401696509
C3000,174,5933622,C3000,177,22626770
C3001,5335,55286749,C3001,5308,57997265
C3007,19535,23847879,C3007,19535,20457534
C3008,136,23396351,,,
C3011,4,588710,C3011,3,50571
C3019,3,43206,C3019,5,1108606
C3021,42156,309735801,C3021,45438,658425925
C3024,3292,15021272,C3024,4483,293283276
C3025,5467,67983204,C3025,5465,70980438
C3026,5,8652,C3026,8,11708
C3028,31205,495839585,C3028,29000,38154595
C3029,12841,50280427,C3029,12836,715128983
C3030,62,84640,C3030,65,33822
C3031,13006,13077946,C3031,14390,17965982
C3032,17950,6883483564,C3032,18049,27650877891
C3034,756,12458460,C3034,677,10141653
C3035,9992,761544,,,
C3036,34181,1672628,,,
C3037,16,1682221,C3037,11,250515
C3039,3070,28092083,C3039,5135,186404748
C3040,10052,33551883,C3040,3789,22688075
C3042,5200,17297576,C3042,6393,206220115
C3044,3840,48567839,C3044,3835,51370273
C3049,32827,218030402,C3049,35007,846996345
C3050,2373,1818798,C3050,2726,982142
C3055,274,2902953,C3055,275,21845492
C3057,7,244476,C3057,7,329261
C3058,6547,259838801,C3058,6742,58051691
C3059,9660,23129798,C3059,8865,27837345
C3062,278,22331434,C3062,248,3247593
C3065,22725,33706448243,C3065,22117,7033502178
C3067,4,1440451,,,
C3068,4109,13035901,C3068,3792,183484480
C3070,1876,496606547,C3070,1928,125056508
C3071,12,21644,,,
C3076,459,79709071,C3076,396,10356709
C3077,56,124760,C3077,56,63253
C3078,102,15674404,C3078,110,710464
C3081,3093,12024891,C3081,7275,225251150
C3083,196771,12625804,C3083,196764,9090876
C3084,24,34377,,,
C3088,2820,48338489,C3088,91231,2864283676
C3089,1245,32495541,C3089,1240,76059149
C3090,28700,304666660,,,
C3091,2896,54796925,,,
C3093,12935,182850010,C3093,13007,604347181
C3097,13972,271210618,C3097,13150,452447455
C3098,11373,68370465,,,
C3100,2586,6283862,C3100,2591,7315206
C3101,6104,62594596,C3101,6095,71439729
C3103,4899,107097497,C3103,4936,1920218217
C3105,3883,14335373,C3105,4442,193128037
C3108,282,1851699,C3108,258,251183046
C3110,7666,165507008,C3110,791,15338595
C3112,10762,61421295,C3112,10758,17636378
C3114,5242,62358714,C3114,5241,66811241
C3116,3131,13212931,C3116,5346,166497141
C3120,13005,73879559,C3120,13343,70993728
C3122,40556,275878392,C3122,43373,1281027635
C3128,4090,47155608,C3128,4107,53622731
C3130,813,10410129,C3130,615,2137421
C3132,42,174887,,,
C3137,3917,13096084,C3137,4073,105885447
C3139,6802,367185132,C3139,8124,242354292
C3140,104,4833219,C3140,103,237142
C3141,52,294266,,,
C3143,21412,1485961375,C3143,28570,1928487065
C3144,2528,9498396,C3144,4843,179737500
C3145,4666,32186381,C3145,4840,24395184
C3148,3352,12186546,C3148,18474,268788265
C3151,1158,4599542701,,,
C3153,3,12746,,,
C3155,4994,17848200,C3155,6752,175640864
C3156,11507,2589092490,C3156,11250,1662491549
C3157,3321,16611302,C3157,4749,76364554
C3159,2473,1621850,,,
C3161,3862,10525072,C3161,3380,128060738
C3163,18005,200913241,C3163,19692,624180636
C3167,6249,86277387,C3167,6317,73951643
C3171,5949,64706156,C3171,5974,74921771
C3173,474970,12303635994,C3173,1196,6404685
C3174,2798,100130711,C3174,3480,212510394
C3176,4712,18604682,C3176,4771,159023051
C3178,3053,9011214,C3178,4244,108767173
C3179,3808,52929399,C3179,3808,57011917
C3185,4793,14821283,C3185,5753,767228136
C3186,4359,17794201,C3186,4866,212813617
C3188,8878,12295420,C3188,9021,6195659
C3189,1899,10763390,,,
C3193,9478,45047713,C3193,9486,31304174
C3194,8008,70194784,,,
C3196,2,4871,,,
C3198,23029,145127539,C3198,25030,587689830
C3199,3495,86815719,C3199,3953,158789992
C3202,5398,626390482,C3202,7059,95755424
C3204,23572,223968616,C3204,24440,836219436
C3206,4926,16252903,C3206,7510,162941769
C3210,5155,18213272,C3210,5168,28693494
C3211,4366,7950483,C3211,5681,54837432
C3214,657,3080317,,,
C3215,4095,14204943,C3215,7847,208675743
C3219,120,516644,C3219,130,272036
C3223,10154,5939762,C3223,10166,166067794
C3224,3596,19542184,C3224,21051,365551035
C3227,5347,52849060,C3227,5347,56105424
C3229,1,58584,,,
C3230,21,112869,C3230,21,57429
C3232,542,27451805,,,
C3235,34986,263903501,C3235,38698,1000525659
C3237,10157,25770569,C3237,10800,184281083
C3238,18350,424636749,C3238,20679,711492030
C3239,5327,19158371,C3239,15740,255980371
C3241,3000,74518245,C3241,3805,628578769
C3242,7324,12795212,C3242,6584,11370850
C3244,48,90508,C3244,48,468793
C3245,5548,9748224,C3245,7337,131970249
C3249,6,8447,,,
C3252,6997,28544732,,,
C3256,12355,2048512086,,,
C3258,1762,28624824,,,
C3263,2,9426,,,
C3264,839,1801122,C3264,1505,1785992
C3266,168,10116,C3266,168,10434
C3268,42537,3064599788,C3268,41946,2901210481
C3269,318,1349112,,,
C3271,323,682625,,,
C3273,336,5340359,,,
C3277,4638,10916931,C3277,4711,107698478
C3279,2896,6571582,C3279,2897,14165516
C3280,60,5149193,C3280,60,229517
C3282,4962,17127971,C3282,5029,31137244
C3283,4752,14951683,C3283,5709,158102483
C3287,2170,256131022,C3287,2131,8186818
C3288,30,53944,C3288,26,61978
C3292,283,9503817,C3292,49,282485
C3293,164,155007,,,
C3295,8247,187832423,,,
C3297,145,129402,C3297,148,68962
C3299,4164,6276461,C3299,4150,4815924
C3300,4137,13450877,C3300,4531,484886003
C3307,28,482046,,,
C3309,3597,14562794,C3309,9462,236571346
C3310,4337,15559698,C3310,10573,224526435
C3312,3174,10533875,C3312,6275,195535482
C3317,2839,98773897,C3317,2800,79166178
C3318,7919,42841916,,,
C3319,3353,11890299,C3319,27922,250212292
C3320,4063,12987574,C3320,4406,111792157
C3322,3744,14010381,C3322,145285,16759689836
C3328,4512,14194267,C3328,5988,175687026
C3329,5643,66057087,C3329,5624,76287109
C3332,38,48706,C3332,40,25502
C3333,7853,8297227,C3333,7878,1612251
C3334,5694,11187949,C3334,5691,12412966
C3336,3123,12024514,C3336,3872,240444178
C3339,4910,1879593,C3339,5108,1771604
C3340,9702,71346177,C3340,9702,78915314
C3342,10,44257,C3342,16,24347
C3343,2,1417917,,,
C3344,555,955076,C3344,556,707516
C3349,8587,19238998049,C3349,1470,807524
C3350,1808,5419051,C3350,2896,18625533
C3352,3666,76636685,C3352,6858,243109279
C3354,5517,18851068,C3354,6505,248492968
C3356,9,13297,C3356,9,5379
C3359,270,754809,C3359,274,313440
C3363,11349,531277739,,,
C3370,5203,17893764,C3370,4811,113902000
C3371,3250,10317784,C3371,84417,121598169
C3374,14351,3582139740,C3374,14675,91207251
C3375,2089,1363436,,,
C3377,7658,130403162,C3377,8048,626763371
C3380,15,117202,,,
C3381,439,734256,,,
C3384,42813,123732007,C3384,43890,214363295
C3387,10040,4387212,C3387,10093,2158844
C3388,268511,373698704,,,
C3393,42,1686065,,,
C3396,14,29512,,,
C3402,31,819936,C3402,30,456645
C3405,21069,197289787,C3405,22122,741678715
C3407,2091,15454796,C3407,3043,579688399
C3408,430,786106,,,
C3410,428,7588562,C3410,436,10466889
C3412,10749,6278701995,C3412,12033,5836585985
C3413,933,16571268,C3413,942,11318788
C3414,2,37938,C3414,2,28617
C3417,7418,37265213,,,
C3420,2943,8628288,C3420,17449,211832282
C3422,10208,52061942,,,
C3424,15687,8091496,,,
C3425,65,925611,C3425,21,127877
C3427,33945,6318080771,C3427,35139,53207545269
C3428,4,6959,C3428,4,2890
C3430,2254,292717468,C3430,2310,51715237
C3433,3843,13597625,C3433,14045,99304090
C3434,2,55283,C3434,2,876283
C3435,116,146106,,,
C3436,8,3624,,,
C3437,126,18726264,C3437,95,1559372
C3439,16,36182,C3439,15,49757
C3440,30167,275617281,C3440,34494,600003568
C3442,6540,5382600,,,
C3443,87,3380539,,,
C3444,41675,294526682,C3444,45030,636719920
C3446,4576,11340239,C3446,5665,183588508
C3448,5213,15819462,C3448,5094,203501456
C3450,2351,1938353,C3450,2349,449082
C3451,33291,608876256,C3451,35419,1061251204
C3455,5,92000,,,
C3457,10691,96850516,C3457,11412,290231891
C3460,14463,299212932,C3460,16732,3496218669
C3461,6768,976576471,C3461,6520,102100195
C3462,7261,122277904,C3462,7289,94046796
C3465,3413,22221778,C3465,5840,187960178
C3468,21029,110450164,C3468,20925,70804259
C3469,3625,16410165,C3469,71621,337979906
C3471,12657,28230156,,,
C3473,91,94230,,,
C3478,11,18280840,C3478,11,1016011025
C3480,36,10048832,C3480,25,856997
C3484,17801,53091552,C3484,19004,329196891
C3486,7932,17618545,C3486,8118,212978091
C3488,96,448357146,C3488,88,4113669
C3492,2,14000,C3492,2,14001
C3493,6415,509733335,C3493,6360,5567673725
C3495,9401,86791244,C3495,8580,28097793
C3496,20018,215910888,C3496,21561,623347972
C3499,3,5131,C3499,3,5873
C3500,3374,230457780,C3500,3282,18246020
C3501,3187,3156063,C3501,3185,10911388
C3503,10381,243316390,,,
C3507,3517,34286610,C3507,4199,210408213
C3509,3318,11510206,C3509,17082,282371264
C3510,895,56482541,,,
C3511,14,96290,,,
C3513,319,319479,,,
C3515,4487,54220313,C3515,4503,56903013
C3518,4155,14005723,C3518,11218,219764589
C3521,113,78611,C3521,3,3752
C3526,4650,1557369159,C3526,75,3161312
C3528,4491,16302539,C3528,5137,344406752
C3530,1657,339194485,C3530,582,13648984
C3534,34790,86432881,C3534,36156,513964242
C3535,1788,1172425567,C3535,1392,112036547
C3536,4049,11948056,C3536,3510,88835791
C3538,62032,8949408,,,
C3539,145,619984,,,
C3541,5407,507463,,,
C3542,5878,15397722,C3542,6614,20311242
C3544,15227,15553060,C3544,16236,30009037
C3546,9747,3407688,C3546,9749,638836
C3547,1038,30704820,C3547,1073,8448008
C3553,955,30736086,C3553,962,91703144
C3554,4472,1179223,C3554,4497,1790927
C3556,13476,100537997,C3556,13629,253397536
C3558,23741,922438876,C3558,23568,203759923
C3561,10,307524,C3561,10,95251
C3563,1140,23862146,,,
C3565,4132,50976307,,,
C3567,4,8454,,,
C3568,2070,18167562,,,
C3570,3246,11755583,C3570,2791,342038963
C3574,35340,2731195741,C3574,34615,2218577467
C3576,124,981729,,,
C3578,4098,14380223,C3578,4792,197777146
C3582,1833,151753015,C3582,145,4799431
C3583,7,180473,C3583,5,1205427
C3586,10308,23799627,,,
C3587,32518,212281774,C3587,34594,843971835
C3589,3412,16136358,C3589,4186,204345343
C3591,1092,9093818280,C3591,1102,200154998
C3592,2484,41947454,,,
C3596,382,2093483,,,
C3597,2362,10371307,C3597,3512,168165826
C3598,6280,9029414,C3598,7923,48134732
C3600,231,2112868,,,
C3605,4962,20456640,C3605,5261,417625489
C3611,4950,27887538,C3611,4968,25986667
C3612,22,3168,,,
C3614,136,251033,,,
C3616,23079,77784241,C3616,24741,628824462
C3620,17970,11060259,,,
C3622,2956,395435991,C3622,2840,382115015
C3623,4109,14367632,C3623,6530,330937675
C3627,5252,2041223,C3627,5342,2472915
C3631,20,71551,,,
C3632,1316,9325468,C3632,70,561170
C3634,2548,1020097580,C3634,2008,88759189
C3635,859,691760,C3635,167,48560
C3636,916,6783406,,,
C3637,2279,124440971,C3637,1,46
C3640,16904,6470553,C3640,174,46010
C3642,416,2123308,,,
C3644,1058,224514470,C3644,1063,14997464
C3645,3387,10535286,C3645,3884,315600435
C3649,399,104629,C3649,391,151468
C3650,1910,3808894,C3650,2103,1450250
C3652,11031,201619745,C3652,11009,1564784449
C3660,10341,107692159,C3660,10278,133134811
C3662,6892,69835559,C3662,7070,78285894
C3666,2802,14537471,C3666,10160,451535369
C3668,2895,13293638,C3668,10498,200562895
C3670,8068,86632429,C3670,8130,88553967
C3672,707,1539998,,,
C3674,2243,10788048,C3674,6238,401199466
C3678,4119,16178179,C3678,3858,205583816
C3680,313,293263733,C3680,357,93602295
C3681,2889,10334682,C3681,4585,186990402
C3682,9298,3106591752,C3682,9316,213100157
C3684,16165,485505797,C3684,19164,248833257
C3686,3708,15918149,C3686,3581,211049789
C3688,48053,6960672,,,
C3692,2831,11862239,C3692,9920,296396377
C3694,136,4738189,,,
C3697,90,32169186,C3697,74,1464959
C3698,37,48130,,,
C3701,3334,8322831,C3701,3841,103983578
C3705,3979,14023892,C3705,4185,62606746
C3707,46,267459,,,
C3714,9680,15634300,C3714,10371,30187111
C3715,29620,18018687332,C3715,32656,924072207
C3716,3457,14384088,C3716,4067,190416405
C3718,3178,12702025,C3718,6186,216920089
C3719,710,101095727,C3719,631,8443496
C3726,13,21160,,,
C3728,192,3592038,,,
C3732,4970,14102279,C3732,5389,198624464
C3734,3738,18901791,C3734,21206,531840868
C3736,2039,886003644,C3736,1706,38866409
C3740,20,39488,C3740,20,16590
C3741,5650,8367549,C3741,5519,8623478
C3743,3931,14046800,C3743,4048,207340993
C3745,13511,2354726,,,
C3748,4233,659681094,,,
C3750,4063,21584007,C3750,4273,505574687
C3753,3910,51750898,C3753,3906,54915104
C3756,4797,59223897,C3756,4797,62093332
C3762,23345,22953284,C3762,27639,38476575
C3763,4815,65101558,C3763,232,6042438
C3767,64018,103702045,C3767,84,1893739
C3770,3737,13557426,C3770,3712,210398912
C3774,72596,8099740602,C3774,41683,8875319285
C3777,3187,13465209,C3777,4115,308322491
C3778,23268,128722036,C3778,23792,176117186
,,,C3780,1681,2087491
C3782,6,864,,,
C3784,19942,26017019,C3784,14057,27844755
C3785,3336,13253259,C3785,3339,152547454
C3787,277,101017,,,
C3790,62,263387,,,
C3794,3878,12496827,C3794,4962,28579759
C3796,7427,186576579,,,
C3799,6134,63954829,C3799,6121,68667924
C3801,4093,15290050,C3801,5975,169912844
C3802,4261,9254458,C3802,4260,10131577
C3806,3431,84583061,C3806,3431,88457460
C3808,3774,54633709,C3808,3765,59834038
C3810,2816,103452146,C3810,8381,6006417385
C3812,21023,26780240,C3812,21033,23846338
C3814,3548,17476147,C3814,4421,338525765
C3822,62,144593,,,
C3824,136,254328,C3824,137,141060
C3826,3261,15657246,C3826,3516,225158784
C3828,5092,11774019,,,
C3830,3242,14544688,,,
C3832,1099,251254378,C3832,8,3416
C3833,6808,33193621,C3833,8449,199544772
C3840,574,1862732,,,
C3841,19194,12693292009,C3841,19606,765688760081
C3842,9,430061,,,
C3844,17281,19405147,C3844,19296,296359041
C3845,4505,48118375,C3845,4691,53117863
C3848,563,309013010,,,
C3851,3112,448128,,,
C3854,7297,41350855,C3854,7336,117990593
C3859,5192,13191745,C3859,5804,197567591
C3860,7511,62829025,C3860,7706,69477005
C3862,54,198062,C3862,75,108446
C3863,5357,60502888,C3863,5353,64613542
C3865,17827,10236732882,C3865,17873,11766490773
C3869,94,49083105,,,
C3871,30781,11191791,C3871,3525,52647110
C3873,408235,9881447268,C3873,432634,2769918983
C3875,3702,204190573,C3875,3758,526892828
C3878,1003,11391581,,,
C3880,3034,11422974,C3880,5189,157640044
C3882,8607,260822437,C3882,17674,10739217907
C3884,5100,17075223,C3884,6150,213616178
C3886,3534,14911751,C3886,3874,205156919
C3890,19066,164539349,C3890,19113,1890589197
C3891,260,9779757,,,
C3893,745,1595710,,,
C3897,25,1423186,,,
C3900,2,10393,C3900,2,409748
C3902,1287,303404781,C3902,1297,253413461
C3904,3393,13168870,C3904,4393,208277003
C3906,22,729391,,,
C3907,4771,12602488,C3907,5617,17437241
C3909,4745,838197603,C3909,5463,107608149
C3910,10765,43575214,C3910,10800,457886284
C3912,4727,56392774,C3912,4722,61180574
C3914,5230,76663087,C3914,5229,80489568
C3916,3982,30316313,C3916,4326,38992233
C3919,5192,63936625,C3919,5182,67640738
C3921,3800,13305820,C3921,9660,228236309
